Date,Title,Publisher,Description,Link
01/10/2023,Fed Regulators Looking at Musk's 'Full Self Driving' Tweet,Entrepreneur,https://www.entrepreneur.com/business-news/fed-regulators-looking-at-musks-full-self-driving-tweet/442568,Federal Regulators Investigating Elon Musk's 'Full Self Driving' New Year's Eve Tweet. The NHTSA wants to know more about Musk's tweet regarding disabling...
01/10/2023,The Feds Are Investigating an Elon Musk Tweet About Full Self-Driving Update,Yahoo News,https://news.yahoo.com/feds-investigating-elon-musk-tweet-141000781.html,One of Elon Musk's numerous tweets is now part of an ongoing federal investigation into the safety of Tesla's automated driver-assistant system.
01/10/2023,NHTSA To Investigate Musk’s Tweet About Disabling Steering Wheel Nags,InsideEVs,https://insideevs.com/news/630288/nhtsa-investigates-elon-musk-tweet-steering-wheel-nags/,"An update to Tesla's Full Self-Driving Beta that would allow users to turn off hands-on-wheel alerts was announced by Elon Musk in a tweet from last week,..."
01/10/2023,It's official: Elon Musk is the biggest loser ever ❤️,Dazed,https://www.dazeddigital.com/life-culture/article/57909/1/its-official-elon-musk-is-the-biggest-loser-ever-guinness-world-records,The Guinness World Records have announced that the billionaire has broken the record for the largest loss of personal fortune. 10January 2023.
01/10/2023,Elon Musk Urges Judge To Move Tesla Trial To Texas Over ...,The Deep Dive,https://thedeepdive.ca/elon-musk-urges-judge-to-move-tesla-trial-to-texas-over-negative-publicity-in-san-francisco/,"Tesla, Inc (Nasdaq: TSLA) CEO Elon Musk has requested to move the upcoming trial for a shareholder lawsuit out of San Francisco, saying that bad press about..."
01/10/2023,Bob Saget's wife asks Elon Musk to re-verify late comedian's Twitter account,CBS News,https://www.cbsnews.com/news/bob-saget-wife-asks-elon-musk-reverify-his-twitter-account/,"One year after the sudden death of comedian Bob Saget, his wife has a request for billionaire and Twitter CEO Elon Musk: Give Saget his blue checkmark back."
01/10/2023,Elon Musk Tells Twitter Managers They Must Be Able to 'Do ...,Inc. Magazine,https://www.inc.com/nick-hobson/elon-musk-tells-twitter-managers-they-must-be-able-to-do-this-one-thing-or-risk-getting-fired.html,"A new Twitter policy created by Elon Musk sparked controversy in the tech world. In an email sent to all Twitter employees, Musk suggested that all managers..."
01/11/2023,Investors mock Elon Musk’s bid to move Tesla buyout trial,The Seattle Times,https://www.seattletimes.com/business/investors-mock-elon-musks-bid-to-move-tesla-buyout-trial/,SAN FRANCISCO (AP) — Lawyers for Tesla shareholders suing the electric vehicle maker's CEO Elon Musk over a misleading tweet are urging a federal judge to...
01/11/2023,Tesla Shareholders Say SF Jurors Will Give Elon Musk A Fair ...,Law.com,https://www.law.com/therecorder/2023/01/11/tesla-shareholders-san-francisco-jurors-will-give-elon-musk-fair-shake/,"Tesla shareholders said San Francisco jurors in a high-profile class trial set to begin Tuesday would not be biased against its chief executive, Elon Musk."
01/11/2023,Investors Say Musk's Knack for Bad Press No Reason to Move ...,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-01-12/investors-say-musk-s-knack-for-bad-press-no-reason-to-move-trial,"If being unpopular was disqualification for a trial, Elon Musk wouldn't face a jury anywhere in the US – and maybe the world, according to lawyers suing him..."
01/11/2023,Elon Musk's Twitter accused of unlawful staff firings in the UK,CNN,https://www.cnn.com/2023/01/11/tech/twitter-uk-layoffs-employee-claims/index.html,The warning marks the latest challenge to Twitter from former employees affected by mass layoffs that took place after Elon Musk acquired the company in...
01/11/2023,Laid-off Twitter workers feared meager severance deals. Elon Musk just set the bar even lower,Tech Xplore,https://techxplore.com/news/2023-01-laid-off-twitter-workers-meager-severance.html,"After months of waiting, hundreds of Twitter employees laid off by Elon Musk in early November received their separation agreements by email Saturday..."
01/11/2023,"Twitter Tells Asia HQ Staff to Clear Desks, Work From Home",Bloomberg.com,https://www.bloomberg.com/news/articles/2023-01-12/elon-musk-s-twitter-singapore-hq-workers-told-to-clear-desks-work-from-home,"Workers at Twitter Inc.'s Singapore office were told to empty out their desks and vacate the premises, said people familiar with the situation, as Elon Musk..."
01/11/2023,Elon Musk's drop in fortunes breaks world record,BBC,https://www.bbc.com/news/business-64236726,"Elon Musk has broken the world record for the largest loss of personal fortune in history. · From November 2021 to December 2022 he lost around $165bn, Guinness..."
01/11/2023,"Elon Musk to introduce 4,000-character tweets next month",NME,https://www.nme.com/news/elon-musk-to-introduce-4000-character-tweets-next-month-3378743,"Elon Musk has announced that Twitter will introduce 4,000-character tweets early next month. Musk, who became CEO of the social media platform in October..."
01/11/2023,Elon Musk's Tesla hype machine breaks down - TechCentral,TechCentral,https://techcentral.co.za/elon-musks-tesla-hype-machine-breaks-down/219230/,"For years, Elon Musk paid zero dollars for traditional advertising while almost singlehandedly keeping Tesla — and himself — front and centre."
01/11/2023,Tesla Stock Higher As Elon Musk Plans Gigafactory ...,TheStreet,https://www.thestreet.com/markets/tesla-stock-higher-as-elon-musk-plans-factory-expansion-in-texas,"Last June, CEO Elon Musk warned of billions in losses from his newly-opened factories in Texas and Berlin, describing them as ""gigantic money furnaces""..."
01/12/2023,Saudi Wealth Fund Chief Refuses to Testify at Musk's Tesla ...,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-01-12/saudi-pif-seeks-to-block-subpoena-in-musk-s-tesla-fraud-case,Elon Musk can't count on the head of Saudi Arabia's sovereign wealth fund to help his defense at an upcoming trial over claims by investors that the Tesla...
01/12/2023,Tesla shareholder attorneys taunted Elon Musk over his attempt to move a trial to Texas due to 'local negativity:' He has a 'knack for attracting 'negative' coverage',Yahoo News,https://news.yahoo.com/tesla-shareholder-attorneys-taunted-elon-173316061.html,"Tesla shareholder attorneys poked fun at Elon Musk's attempt to move a trial to Texas in court filing. Last week, Musk's lawyer said a trial should not be..."
01/12/2023,"82% of San Francisco’s would-be jurors dislike Elon Musk with a ‘passion,’ his lawyers say",Fortune,https://fortune.com/2023/01/12/elon-musk-san-francisco-jurors-dislike-with-passion-tesla-shareholder-lawsuit/,Elon Musk's lawyers argued in their bid get his securities fraud trial moved out of San Francisco that 82% of all the prospective jurors who have an opinion...
01/12/2023,Elon Musk has lost more money than anyone in history ...,Texas Public Radio,https://www.tpr.org/business/2023-01-12/elon-musk-has-lost-more-money-than-anyone-in-history-guinness-world-records-says,"Tesla CEO Elon Musk has broken a record for the largest amount of money lost by one person, according to Guinness World Records. Musk lost between $180..."
01/12/2023,Elon Musk breaks world record for 'worst loss of fortune ...,The Washington Post,https://www.washingtonpost.com/technology/2023/01/12/elon-musk-net-worth-record-loss/,"The spectacular crash in Elon Musk's net worth, during which the tech billionaire lost his title as world's richest man last month, has been the “worst loss..."
01/12/2023,Elon Musk sets world record with worst loss of fortune in history,CBS News,https://www.cbsnews.com/news/elon-musk-net-worth-worst-loss-of-fortune-in-history-guinness-book-of-world-records/,Elon Musk has set a Guinness World Record – for the largest lost of personal fortune in history. Guinness announced last week that Musk had lost about $182...
01/12/2023,Twitter Shuts Down More International Offices as Musk and Co ...,Social Media Today,https://www.socialmediatoday.com/news/Twitter-Shuts-Down-International-Offices/640310/,"The chaos continues at Twitter 2.0, with the company closing down several international offices, as new Twitter chief Elon Musk continues to cut costs,..."
01/12/2023,Elon Musk Is Making Tesla His Priority Over Twitter: Internal Email,InsideEVs,https://insideevs.com/news/630840/elon-musk-making-tesla-priority-over-twitter/,"Tesla CEO Elon Musk has rubbed many people the wrong way over the years, but at the same time, he has proven very successful and has a massive fan base."
01/12/2023,Tesla planning big new industrial site west of Houston ...,Houston Chronicle,https://www.houstonchronicle.com/business/real-estate/article/tesla-brookshire-houston-distribution-elon-musk-17711405.php,"File photo of Elon Musk. Tesla appears to be planning an industrial facility west of Houston, according to city of Brookshire documents, city officials and real..."
01/12/2023,"Elon Musk plans to auction 1.5 billion Twitter usernames, report claims",The Independent,https://www.independent.co.uk/tech/twitter-username-auction-elon-musk-b2260848.html,"The sale forms part of plans to generate revenue for the social media platform, which Elon Musk claims is losing $4 million a day after advertisers withdrew..."
01/13/2023,Tesla owners lash out at Elon Musk after he slashes car prices by thousands of dollars: ‘I feel like I got duped’,Fortune,https://fortune.com/2023/01/13/tesla-price-cut-elon-musk-owners-resale-value-2023/,"Tesla CEO Elon Musk. ... Marianne Simmons, a self-professed “Tesla fan girl,” bought her second electric vehicle from the company in September: a white, high-..."
01/13/2023,Elon Musk's Tesla price cuts: Tesla favorability falling,Axios,https://www.axios.com/2023/01/13/tesla-price-cut-model-y-model-3,"Six months after CEO Elon Musk told investors that Tesla ""does not have a demand problem"" — which, to be fair, might've been true at the time — Tesla now..."
01/13/2023,Tesla price cuts show Elon Musk is 'not going to play nice' as ...,Business Insider India,https://www.businessinsider.in/investment/news/tesla-price-cuts-show-elon-musk-is-not-going-to-play-nice-as-the-ev-leader-goes-on-offense-to-spur-demand-wedbush-says/articleshow/96973217.cms,"Tesla price cuts show Elon Musk is 'not going to play nice' as the EV leader goes on offense to spur demand, Wedbush says. Advertisement. Brian Evans. Jan 13,..."
01/13/2023,Elon Musk Sets Guinness World Record for Largest Loss of ...,PCMag,https://www.pcmag.com/news/elon-musk-sets-guinness-world-record-for-largest-loss-of-personal-fortune,Elon Musk has broken the Guinness World Record for largest loss of personal fortune in history. The business magnate (and still exceedingly wealthy man)...
01/13/2023,Elon Musk breaks record for largest loss of personal fortune,Euronews,https://www.euronews.com/next/2023/01/13/elon-musk-breaks-guinness-world-record-for-largest-loss-of-personal-fortune-in-history,"Before embarking on the unexpected odyssey of buying Twitter, Elon Musk was the richest man in the world, surpassing the unthinkable wealth of both Jeff..."
01/13/2023,Elon Musk Fan With 2900% Gain Sees $1.5 Million Wiped Away,Advisor Perspectives,https://www.advisorperspectives.com/articles/2023/01/13/elon-musk-fan-with-2-900-gain-sees-1-5-million-wiped-away,Doug Coyle's son told him to sell the shares. The 68-year-old retired landscaper first started investing in Tesla Inc. in 2012 after hearing about Elon Musk...
01/13/2023,Saudi wealth fund chief will not testify at Elon Musk's Tesla trial,Middle East Eye,https://www.middleeasteye.net/news/saudi-wealth-fund-chief-will-not-testify-elon-musks-tesla-trial,"Musk defends fraud charges, claiming he was 'misled' by the kingdom's sovereign wealth fund. CEO of Tesla Motors Elon Musk speaks at the Tesla Giga Texas..."
01/13/2023,What Will Be the Fallout From Elon Musk's Twitter Firings?,CMSWire,https://www.cmswire.com/leadership/what-will-be-the-fallout-from-elon-musks-twitter-firings/,"After Elon Musk's very public, very confusing and convoluted takeover of Twitter, he came in fast and aggressive, making huge changes in staffing and..."
